WN,SamRefAVG,Err,fitdata
2750.,1.3538455626427277,0.13385961637572372,1.381538583413222
2751.,1.3418940281748273,0.0638533807188563,1.381689723679924
2752.,1.3392602778395477,0.06772136821123215,1.3818424548034502
2753.,1.3853946692186698,0.07791576865320322,1.3819968019785052
2754.,1.388345464462268,0.054417314400625354,1.3821527909335063
2755.,1.4406932285497627,0.06496597426137125,1.3823104479447608
2756.,1.3993185791032228,0.11726106864403651,1.3824697998511
2757.,1.4402613130412163,0.1452037521850444,1.3826308740689826
2758.,1.3858022315930887,0.12407370318374675,1.3827936986080829
2759.,1.3363020558411751,0.18748255465064398,1.3829583020873915
2760.,1.3511551672108437,0.17830818192598105,1.3831247137518377
2761.,1.2995803607263323,0.10763519473783119,1.3832929634894584
2762.,1.3953231188605408,0.05214326935673604,1.3834630818491376
2763.,1.35255043078271,0.17331083986653623,1.3836351000589286
2764.,1.3333246258285227,0.14588454634823855,1.3838090500449955
2765.,1.2910409719293314,0.1748679206605427,1.3839849644511846
2766.,1.267888947765943,0.12118978508438036,1.38416287665926
2767.,1.220969394512772,0.10489622144004974,1.384342820809824
2768.,1.2558533697533534,0.09666150988595922,1.3845248318239554
2769.,1.3640328567917663,0.10592833472723404,1.3847089454255852
2770.,1.358139417550907,0.09323649665662599,1.3848951981646502
2771.,1.3686931999374707,0.10858918597822746,1.3850836274410472
2772.,1.3630055753716515,0.0634681879652787,1.3852742715294253
2773.,1.4209004801563188,0.09810519101267583,1.3854671696048482
2774.,1.3698586304820526,0.09917957659359519,1.3856623617693644
2775.,1.3222179721049083,0.11347998922091283,1.3858598890795208
2776.,1.3535755441468722,0.08589404963324752,1.3860597935748595
2777.,1.3907664010639942,0.09191990461059918,1.3862621183074382
2778.,1.478938484985593,0.12484669633238864,1.386466907372422
2779.,1.4367139911318774,0.11301224096477716,1.3866742059397839
2780.,1.4145098365329787,0.08312188824718082,1.3868840602871686
2781.,1.3193248959573693,0.09704664703746572,1.3870965178339647
2782.,1.326120593351827,0.04642769759569701,1.3873116271766401
2783.,1.3714550546642057,0.036950940427889996,1.3875294381253946
2784.,1.3604235741084847,0.10951195973854792,1.3877500017421853
2785.,1.3389397455735226,0.1427246711468627,1.387973370380191
2786.,1.3186550635820435,0.07875296873610506,1.3881995977247688
2787.,1.337808398578194,0.08913743852053642,1.3884287388359817
2788.,1.4624652768332433,0.07272150378419794,1.3886608501927575
2789.,1.476122824704496,0.055746962979568375,1.388895989738758
2790.,1.4777408839779003,0.05685767986245629,1.3891342169300316
2791.,1.5068000000000001,0.03950691647429154,1.389375592784538
2792.,1.4768983165219018,0.0719675241770832,1.38962017993362
2793.,1.5303958943094274,0.11572368140916643,1.3898680426755265
2794.,1.6021444550168895,0.15769485097799452,1.390119247031064
2795.,1.5434818308101617,0.11273856405612115,1.3903738608014966
2796.,1.4694472443355788,0.12302790772597492,1.3906319536287803
2797.,1.4380166666666665,0.08111239980423832,1.3908935970582632
2798.,1.4895945722587407,0.05920105298702039,1.3911588646039459
2799.,1.4392146430866635,0.06346725327983513,1.3914278318164461
2800.,1.4055763714275598,0.060837504388093606,1.391700576353788
2801.,1.4146147537463014,0.06703608466814119,1.3919771780551518
2802.,1.4116758381558183,0.07354326015795576,1.3922577190177368
2803.,1.3902894411866575,0.0680249977962329,1.3925422836768855
2804.,1.4316221289684194,0.07109391929905519,1.3928309588896306
2805.,1.3848642951282935,0.09408140735068579,1.3931238340218437
2806.,1.4266566317937042,0.0708328904994694,1.393421001039155
2807.,1.4113418212478925,0.08891552408759074,1.3937225546018484
2808.,1.3839656545970933,0.11527698076544311,1.3940285921639264
2809.,1.3676749366909697,0.12364014487749075,1.3943392140765625
2810.,1.3638497650236168,0.08549334977935837,1.394654523696169
2811.,1.46481497491133,0.10396473313881292,1.3949746274973227
2812.,1.4766722903934302,0.13066901879579398,1.395299635190801
2813.,1.4346288898721615,0.11215900254067165,1.3956296598469986
2814.,1.3939496471554935,0.1253492497536535,1.3959648180250228
2815.,1.3896141042530306,0.14502355946661466,1.3963052299077536
2816.,1.3765933192890696,0.13778956240469908,1.396651019443213
2817.,1.3905344963192097,0.18487671661969643,1.397002314492574
2818.,1.3912684337521248,0.19976700410515696,1.3973592469851799
2819.,1.443352121783324,0.0877598210843603,1.397721953080964
2820.,1.4681341075071521,0.0932690791898591,1.3980905733406788
2821.,1.4420006731797412,0.11334100463195113,1.398465252904383
2822.,1.3566793445722392,0.09542836699849587,1.3988461416786446
2823.,1.4046371635436459,0.07144739446252917,1.3992333945329696
2824.,1.4417390321002972,0.11532319218684733,1.399627171505978
2825.,1.3573847227542617,0.12220152996597365,1.4000276380219077
2826.,1.334675513696581,0.09896087524850264,1.4004349651180361
2827.,1.3262830307196363,0.1164007963789889,1.4008493296836786
2828.,1.3564271894371285,0.12079336170305373,1.401270914711446
2829.,1.3761994920165512,0.14912905663568324,1.4016999095614975
2830.,1.447695426989355,0.11609679113435602,1.4021365102395875
2831.,1.4807876717548158,0.0611742089787686,1.4025809196897314
2832.,1.5441299426713035,0.08913681714497715,1.4030333481024078
2833.,1.5337059069312136,0.11992627108219357,1.4034940132392533
2834.,1.4703126099427524,0.13781526005652128,1.4039631407752928
2835.,1.5567013435700574,0.14753134394285153,1.4044409646597997
2836.,1.5541049975659276,0.07989121071176039,1.4049277274969945
2837.,1.534530273169217,0.08658150072654046,1.4054236809478409
2838.,1.5650952840145846,0.09579579637959022,1.405929086154323
