WN,SamRefAVG,Err,fitdata
2750.,0.4605499960626821,0.1047703829649236,0.414143767832555
2751.,0.5300753728217921,0.14080183653363335,0.41408657914000113
2752.,0.4483209621228968,0.13858611570570362,0.41402883640772575
2753.,0.39961106710379196,0.14817138667969787,0.41397053158452585
2754.,0.39698878695016143,0.07690243808199866,0.4139116564633075
2755.,0.4107846591087129,0.12527602237936952,0.4138522026773191
2756.,0.4110905042749309,0.10074351275702279,0.41379216169627464
2757.,0.37635237546611167,0.11705020941116256,0.4137315248223655
2758.,0.35079728887562034,0.15137995974273802,0.4136702831861552
2759.,0.33186026528579476,0.09676850776983416,0.4136084277423532
2760.,0.33757537288512907,0.08748228376435892,0.41354594926546584
2761.,0.32034282237552375,0.07157443823910613,0.413482838345317
2762.,0.3095743127163501,0.05969768734097974,0.4134190853824364
2763.,0.31456614583333337,0.0809257770299923,0.4133546805833098
2764.,0.360093475756064,0.10751148300361736,0.4132896139554873
2765.,0.35086151061436804,0.05497223538277097,0.41322387530254323
2766.,0.36878537648605086,0.041500866737580966,0.4131574542188842
2767.,0.37998970356354456,0.058568951455990455,0.4130903400843988
2768.,0.3293769604307899,0.05734419878735621,0.41302252205894374
2769.,0.36782443609247906,0.08998160093321886,0.41295398907666064
2770.,0.3409441458663537,0.05430055305545059,0.4128847298401175
2771.,0.3299305924652181,0.07419906532406356,0.41281473281426817
2772.,0.3284101931869868,0.05019073496332968,0.4127439862202241
2773.,0.3626781141652071,0.08248847980060461,0.4126724780288308
2774.,0.38834190183101447,0.0961517095460353,0.4126001959540417
2775.,0.36255351527841856,0.1144626235591452,0.41252712744608366
2776.,0.37028895145263546,0.08626401930545957,0.4124532596844046
2777.,0.34241500754058257,0.03971216221937144,0.41237857957039586
2778.,0.3480580430071679,0.06325971549566119,0.4123030737198816
2779.,0.38339797844950885,0.052698757756109466,0.4122267284553662
2780.,0.36838756177532794,0.03466831270880908,0.4121495297980296
2781.,0.3759618207755155,0.04715531554404632,0.41207146345946344
2782.,0.354551666745028,0.01677257333669704,0.4119925148331357
2783.,0.33403312035590893,0.03986047353544283,0.41191266898557544
2784.,0.3833531074315607,0.11006146111271645,0.4118319106472661
2785.,0.3593470499994094,0.08696183211375072,0.41175022420323615
2786.,0.3729817067565496,0.07375549914410867,0.41166759368333644
2787.,0.41448625783824,0.08119838454625908,0.411584002752191
2788.,0.3967756513378514,0.07202848648346971,0.41149943469880934
2789.,0.4296884610447953,0.0713166123609274,0.41141387242584676
2790.,0.4009809229769255,0.07156048786282296,0.4113272984384994
2791.,0.38680000000000003,0.06767777680972507,0.4112396948330191
2792.,0.4055376225833567,0.06852839918830972,0.4111510432848332
2793.,0.40211932937211986,0.10885447757058071,0.4110613250362544
2794.,0.3852453423093392,0.10596737341210588,0.41097052088376296
2795.,0.41339635768605937,0.1006952198736957,0.41087861116484514
2796.,0.39748842620943053,0.06345980446085041,0.41078557574437047
2797.,0.37384758152302516,0.060573066790989,0.4106913940004874
2798.,0.3565245665428217,0.09324365799610339,0.4105960448100199
2799.,0.31174769238092964,0.09319464011143663,0.41049950653334377
2800.,0.2560593476644119,0.0484515583299175,0.41040175699872067
2801.,0.274852379020712,0.04703184428681155,0.4103027734860688
2802.,0.3585928977952079,0.045120419091673705,0.4102025327101467
2803.,0.3800316824115321,0.06612308333929331,0.4101010108031246
2804.,0.3466422312561843,0.10025272973290816,0.40999818329652027
2805.,0.3276221346220064,0.06213829512891573,0.4098940251024696
2806.,0.3919723744454725,0.05445463398424859,0.409788510494307
2807.,0.35903453910647704,0.06495397187840682,0.4096816130864243
2808.,0.3428642131406638,0.08694731597055184,0.4095733058133789
2809.,0.3363801486437145,0.05934133078109322,0.4094635609082182
2810.,0.3539480648653794,0.026770580808858836,0.40935234987998737
2811.,0.347985670395369,0.054106319371073894,0.40923964349038555
2812.,0.32647866930863256,0.0739273125034532,0.40912541172953343
2813.,0.3951833032372251,0.045060706023115106,0.4090096237908132
